Id	Word	Meaning	Pronunciation	AudioUrl
9712	treasury	kho bạc	/ˈtreʒ.ɚ.i/	
9713	treatise	luận án chuyên sâu	/ˈtriː.t̬ɪs/	
9714	treaty	hiệp ước	/ˈtriː.t̬i/	
9715	treble	gấp ba; giọng kim	/ˈtreb.əl/	
9716	trek	chuyến đi bộ dài ngày	/trek/	
9717	tremble	run rẩy	/ˈtrem.bəl/	
9718	tremendous	to lớn, ghê gớm	/trɪˈmen.dəs/	
9719	tremor	sự run rẩy, chấn động nhẹ	/ˈtrem.ɚ/	
9720	trench	hào giao thông	/trentʃ/	
9721	trendsetter	người tạo ra xu hướng	/ˈtrendˌset̬.ɚ/	
9722	trendy	hợp thời trang	/ˈtren.di/	
9723	trespass	xâm phạm (đất đai)	/ˈtres.pæs/	
9724	trial and error	phương pháp thử và sai	/ˌtraɪ.əl ənd ˈer.ɚ/	
9725	triangle	hình tam giác	/ˈtraɪ.æŋ.ɡəl/	
9726	tribal	thuộc bộ lạc	/ˈtraɪ.bəl/	
9727	tribunal	tòa án (đặc biệt)	/traɪˈbjuː.nəl/	
9728	tributary	nhánh sông	/ˈtrɪb.jə.ter.i/	
9729	tribute	vật cống nạp; lời ca ngợi	/ˈtrɪb.juːt/	
9730	trickle	chảy nhỏ giọt	/ˈtrɪk.əl/	
9731	tricky	khó khăn, phức tạp	/ˈtrɪk.i/	
9732	tricycle	xe ba bánh	/ˈtraɪ.sɪ.kəl/	
9733	trifle	chuyện vặt	/ˈtraɪ.fəl/	
9734	trigger	cò súng; gây ra	/ˈtrɪɡ.ɚ/	
9735	trilogy	bộ ba tác phẩm	/ˈtrɪl.ə.dʒi/	
9736	trim	cắt tỉa; gọn gàng	/trɪm/	
9737	trinket	đồ trang sức rẻ tiền	/ˈtrɪŋ.kɪt/	
9738	trio	nhóm ba người	/ˈtriː.oʊ/	
9739	triple	gấp ba	/ˈtrɪp.əl/	
9740	tripod	giá ba chân	/ˈtraɪ.pɑːd/	
9741	triumph	chiến thắng; sự chiến thắng	/ˈtraɪ.əmf/	
9742	triumphant	chiến thắng, hân hoan	/traɪˈʌm.fənt/	
9743	trivial	tầm thường, không đáng kể	/ˈtrɪv.i.əl/	
9744	trolleybus	xe buýt điện	/ˈtrɑː.li.bʌs/	
9745	trombone	kèn trombone	/trɑːmˈboʊn/	
9746	troop	đoàn quân	/truːp/	
9747	trophy	cúp, chiến lợi phẩm	/ˈtroʊ.fi/	
9748	tropical storm	bão nhiệt đới	/ˌtrɑː.pɪ.kəl ˈstɔːrm/	
9749	trot	chạy nước kiệu	/trɑːt/	
9750	troubleshoot	xử lý sự cố	/ˈtrʌb.əl.ʃuːt/	
9751	trough	máng ăn; vùng áp thấp	/trɑːf/	
9752	trout	cá hồi	/traʊt/	
9753	truant	học sinh trốn học	/ˈtruː.ənt/	
9754	truce	sự đình chiến	/truːs/	
9755	truck driver	tài xế xe tải	/ˈtrʌk ˌdraɪ.vɚ/	
9756	trudge	lê bước nặng nề	/trʌdʒ/	
9757	true-false	đúng-sai	/ˌtruːˈfɑːls/	
9758	trumpet	kèn trumpet	/ˈtrʌm.pət/	
9759	truncate	cắt ngắn	/ˈtrʌŋ.keɪt/	
9760	truncheon	dùi cui (cảnh sát)	/ˈtrʌn.tʃən/	
9761	trundle	lăn chậm chạp	/ˈtrʌn.dəl/	
9762	trunk call	cuộc gọi đường dài (cũ)	/ˈtrʌŋk ˌkɑːl/	
9763	trustee	người được ủy thác	/trʌsˈtiː/	
9764	trustworthy	đáng tin cậy	/ˈtrʌstˌwɝː.ði/	
9765	truthful	trung thực	/ˈtruːθ.fəl/	
9766	try on	thử (quần áo)	/ˈtraɪ ɑːn/	
9767	tub	bồn tắm	/tʌb/	
9768	tuba	kèn tuba	/ˈtuː.bə/	
9769	tuck	nhét vào, xếp nếp	/tʌk/	
9770	tuesday	thứ Ba	/ˈtuːz.deɪ/	
9771	tuft	búi, chùm (tóc, cỏ)	/tʌft/	
9772	tug	kéo mạnh; tàu kéo	/tʌɡ/	
9773	tuition	học phí	/tuːˈɪʃ.ən/	
9774	tulip	hoa tulip	/ˈtuː.lɪp/	
9775	tumble	ngã nhào	/ˈtʌm.bəl/	
9776	tummy	bụng (thân mật)	/ˈtʌm.i/	
9777	tumor	khối u	/ˈtuː.mɚ/	
9778	tuna	cá ngừ	/ˈtuː.nə/	
9779	tundra	lãnh nguyên	/ˈtʌn.drə/	
9780	tuning fork	âm thoa	/ˈtuː.nɪŋ ˌfɔːrk/	
9781	turban	khăn xếp (đội đầu)	/ˈtɝː.bən/	
9782	turbine	tua bin	/ˈtɝː.baɪn/	
9783	turbulent	hỗn loạn, nhiễu động	/ˈtɝː.bjə.lənt/	
9784	turf	lớp đất cỏ; địa bàn	/tɝːf/	
9785	turkey	gà tây	/ˈtɝː.ki/	
9786	turmoil	sự hỗn loạn	/ˈtɝː.mɔɪl/	
9787	turn in	nộp; đi ngủ	/ˈtɝːn ɪn/	
9788	turn into	biến thành	/ˈtɝːn ˈɪn.tuː/	
9789	turn off	tắt	/ˈtɝːn ɑːf/	
9790	turn on	bật	/ˈtɝːn ɑːn/	
9791	turn out	hóa ra là; sản xuất	/ˈtɝːn aʊt/	
9792	turn over	lật lại; chuyển giao	/ˈtɝːn ˈoʊ.vɚ/	
9793	turnip	củ cải	/ˈtɝː.nɪp/	
9794	turnover	doanh thu; tỷ lệ luân chuyển	/ˈtɝːnˌoʊ.vɚ/	
9795	turnpike	đường cao tốc có thu phí	/ˈtɝːn.paɪk/	
9796	turpentine	nhựa thông	/ˈtɝː.pən.taɪn/	
9797	turquoise	ngọc lam; màu ngọc lam	/ˈtɝː.kɔɪz/	
9798	turret	tháp pháo	/ˈtɝː.ət/	
9799	turtle	rùa biển	/ˈtɝː.t̬əl/	
9800	tusk	ngà (voi)	/tʌsk/	
9801	tutor	gia sư	/ˈtuː.t̬ɚ/	
9802	tuxedo	áo tuxedo	/tʌkˈsiː.doʊ/	
9803	tweak	vặn nhẹ; tinh chỉnh	/twiːk/	
9804	tweed	vải tuýt	/twiːd/	
9805	tweezers	cái nhíp	/ˈtwiː.zɚz/	
9806	twelve	mười hai	/twelv/	
9807	twenty	hai mươi	/ˈtwen.ti/	
9808	twig	cành cây nhỏ	/twɪɡ/	
9809	twilight	chạng vạng	/ˈtwaɪ.laɪt/	
9810	twin beds	hai giường đơn	/ˌtwɪn ˈbedz/	
9811	twine	dây bện	/twaɪn/	
9812	twinkle	lấp lánh	/ˈtwɪŋ.kəl/	
9813	twirl	xoay tròn	/twɝːl/	
9814	twitch	co giật	/twɪtʃ/	
9815	two-faced	hai mặt, giả dối	/ˌtuːˈfeɪst/	
9816	tycoon	nhà tài phiệt	/taɪˈkuːn/	
9817	typhoon	bão (Thái Bình Dương)	/taɪˈfuːn/	
9818	typify	là điển hình cho	/ˈtɪp.ə.faɪ/	
9819	typist	người đánh máy	/ˈtaɪ.pɪst/	
9820	tyrannical	bạo ngược, độc tài	/tɪˈræn.ɪ.kəl/	
9821	tyranny	sự bạo ngược	/ˈtɪr.ən.i/	
9822	tyrant	bạo chúa	/ˈtaɪ.rənt/	
9823	tyre	lốp xe (UK)	/taɪər/	
9824	ubiquitous	có mặt khắp nơi	/juːˈbɪk.wə.t̬əs/	
9825	udder	bầu vú (bò, dê)	/ˈʌd.ɚ/	
9826	ulcer	vết loét	/ˈʌl.sɚ/	
9827	ulterior	che giấu, không nói ra	/ʌlˈtɪr.i.ɚ/	
9828	ultimate	cuối cùng, tột bậc	/ˈʌl.tə.mət/	
9829	ultimatum	tối hậu thư	/ˌʌl.təˈmeɪ.t̬əm/	
9830	ultrasonic	siêu âm	/ˌʌl.trəˈsɑː.nɪk/	
9831	ultraviolet	tia cực tím	/ˌʌl.trəˈvaɪə.lət/	
9832	umbilical cord	dây rốn	/ʌmˈbɪl.ɪ.kəl ˌkɔːrd/	
9833	umpire	trọng tài (quần vợt, bóng chày)	/ˈʌm.paɪr/	
9834	unabated	không suy giảm	/ˌʌn.əˈbeɪ.t̬ɪd/	
9835	unaccountable	không thể giải thích được	/ˌʌn.əˈkaʊn.t̬ə.bəl/	
9836	unaffected	không bị ảnh hưởng; tự nhiên	/ˌʌn.əˈfek.tɪd/	
9837	unanimous	nhất trí, đồng lòng	/juːˈnæn.ə.məs/	
9838	unarmed	không vũ trang	/ˌʌnˈɑːrmd/	
9839	unassuming	khiêm tốn	/ˌʌn.əˈsuː.mɪŋ/	
9840	unattended	không có người trông coi	/ˌʌn.əˈten.dɪd/	
9841	unauthorized	không được phép	/ˌʌnˈɑː.θə.raɪzd/	
9842	unavoidable	không thể tránh khỏi	/ˌʌn.əˈvɔɪ.də.bəl/	
9843	unaware	không nhận thức được	/ˌʌn.əˈwer/	
9844	unbalanced	không cân bằng	/ˌʌnˈbæl.ənst/	
9845	unbearable	không thể chịu đựng nổi	/ʌnˈber.ə.bəl/	
9846	unbeatable	bất khả chiến bại	/ʌnˈbiː.t̬ə.bəl/	
9847	unbecoming	không phù hợp, không đứng đắn	/ˌʌn.bɪˈkʌm.ɪŋ/	
9848	unbelievable	khó tin	/ˌʌn.bɪˈliː.və.bəl/	
9849	unbiased	không thiên vị	/ʌnˈbaɪ.əst/	
9850	unbreakable	không thể phá vỡ	/ʌnˈbreɪ.kə.bəl/	
9851	unburden	trút bỏ gánh nặng	/ʌnˈbɝː.dən/	
9852	uncanny	kỳ lạ, phi thường	/ʌnˈkæn.i/	
9853	uncertain	không chắc chắn	/ʌnˈsɝː.tən/	
9854	unchanged	không thay đổi	/ʌnˈtʃeɪndʒd/	
9855	uncivilized	không văn minh, dã man	/ʌnˈsɪv.əl.aɪzd/	
9856	unclean	không sạch sẽ	/ʌnˈkliːn/	
9857	unclear	không rõ ràng	/ʌnˈklɪr/	
9858	uncommon	không phổ biến, hiếm	/ʌnˈkɑː.mən/	
9859	uncompromising	không khoan nhượng	/ʌnˈkɑːm.prə.maɪ.zɪŋ/	
9860	unconditional	vô điều kiện	/ˌʌn.kənˈdɪʃ.ən.əl/	
9861	unconstitutional	vi hiến	/ˌʌnˌkɑːn.stəˈtuː.ʃən.əl/	
9862	uncontrollable	không thể kiểm soát	/ˌʌn.kənˈtroʊ.lə.bəl/	
9863	unconventional	khác thường, độc đáo	/ˌʌn.kənˈven.ʃən.əl/	
9864	uncouth	thô lỗ, cục mịch	/ʌnˈkuːθ/	
9865	uncover	khám phá, tiết lộ	/ʌnˈkʌv.ɚ/	
9866	undecided	chưa quyết định	/ˌʌn.dɪˈsaɪ.dɪd/	
9867	undeniable	không thể phủ nhận	/ˌʌn.dɪˈnaɪ.ə.bəl/	
9868	under way	đang tiến hành	/ˌʌn.dɚ ˈweɪ/	
9869	undercharge	tính giá quá thấp	/ˌʌn.dɚˈtʃɑːrdʒ/	
9870	undercover	bí mật, hoạt động ngầm	/ˈʌn.dɚˌkʌv.ɚ/	
9871	undercurrent	dòng chảy ngầm; cảm xúc ngầm	/ˈʌn.dɚˌkɝː.ənt/	
9872	undercut	bán phá giá	/ˈʌn.dɚ.kʌt/	
9873	underdeveloped	kém phát triển	/ˌʌn.dɚ.dɪˈvel.əpt/	
9874	underdog	người yếu thế	/ˈʌn.dɚ.dɑːɡ/	
9875	underestimate	đánh giá thấp	/ˌʌn.dɚˈes.tə.meɪt/	
9876	undergo	trải qua	/ˌʌn.dɚˈɡoʊ/	
9877	undergraduate	sinh viên chưa tốt nghiệp	/ˌʌn.dɚˈɡrædʒ.u.ət/	
9878	undergrowth	bụi rậm	/ˈʌn.dɚ.ɡroʊθ/	
9879	underhand	lén lút, bí mật	/ˈʌn.dɚ.hænd/	
9880	underline	gạch dưới; nhấn mạnh	/ˈʌn.dɚ.laɪn/	
9881	underlying	cơ bản, tiềm ẩn	/ˌʌn.dɚˈlaɪ.ɪŋ/	
9882	undermine	làm suy yếu	/ˌʌn.dɚˈmaɪn/	
9883	underneath	bên dưới	/ˌʌn.dɚˈniːθ/	
9884	underpaid	bị trả lương thấp	/ˌʌn.dɚˈpeɪd/	
9885	underpass	đường hầm chui	/ˈʌn.dɚ.pæs/	
9886	underprivileged	thiệt thòi, kém may mắn	/ˌʌn.dɚˈprɪv.əl.ɪdʒd/	
9887	underrate	đánh giá thấp	/ˌʌn.dɚˈreɪt/	
9888	underscore	gạch dưới; nhấn mạnh	/ˌʌn.dɚˈskɔːr/	
9889	undersell	bán rẻ hơn	/ˌʌn.dɚˈsel/	
9890	undershirt	áo lót	/ˈʌn.dɚ.ʃɝːt/	
9891	understandable	có thể hiểu được	/ˌʌn.dɚˈstæn.də.bəl/	
9892	understanding	sự hiểu biết; sự thông cảm	/ˌʌn.dɚˈstæn.dɪŋ/	
9893	understate	nói giảm	/ˌʌn.dɚˈsteɪt/	
9894	understudy	diễn viên đóng thế	/ˈʌn.dɚˌstʌd.i/	
9895	undertake	đảm nhận	/ˌʌn.dɚˈteɪk/	
9896	undertaker	người làm dịch vụ tang lễ	/ˈʌn.dɚˌteɪ.kɚ/	
9897	undertone	giọng nói nhỏ; ngụ ý	/ˈʌn.dɚ.toʊn/	
9898	undervalue	đánh giá thấp	/ˌʌn.dɚˈvæl.juː/	
9899	underwater	dưới nước	/ˈʌn.dɚˌwɑː.t̬ɚ/	
9900	underweight	nhẹ cân	/ˌʌn.dɚˈweɪt/	
9901	underwrite	bảo lãnh (bảo hiểm, cổ phiếu)	/ˈʌn.dɚ.raɪt/	
9902	undesirable	không mong muốn	/ˌʌn.dɪˈzaɪr.ə.bəl/	
9903	undeveloped	chưa phát triển	/ˌʌn.dɪˈvel.əpt/	
9904	undisclosed	không được tiết lộ	/ˌʌn.dɪˈskloʊzd/	
9905	undisputed	không thể tranh cãi	/ˌʌn.dɪˈspjuː.t̬ɪd/	
9906	undisturbed	không bị làm phiền, yên tĩnh	/ˌʌn.dɪˈstɝːbd/	
9907	undo	hoàn tác; tháo, cởi	/ʌnˈduː/	
9908	undoubtedly	không nghi ngờ gì	/ʌnˈdaʊ.t̬ɪd.li/	
9909	undress	cởi quần áo	/ʌnˈdres/	
9910	undue	quá đáng, không chính đáng	/ʌnˈduː/	
9911	undulate	gợn sóng, nhấp nhô	/ˈʌn.dʒə.leɪt/	
9912	unduly	quá mức	/ʌnˈduː.li/	
9913	unearth	khai quật	/ʌnˈɝːθ/	
9914	uneasy	bồn chồn, không thoải mái	/ʌnˈiː.zi/	
9915	unemployment	nạn thất nghiệp	/ˌʌn.ɪmˈplɔɪ.mənt/	
9916	unequal	không bằng nhau	/ʌnˈiː.kwəl/	
9917	uneven	không bằng phẳng; không đều	/ʌnˈiː.vən/	
9918	unexpectedly	một cách bất ngờ	/ˌʌn.ɪkˈspek.tɪd.li/	
9919	unfamiliar	không quen thuộc	/ˌʌn.fəˈmɪl.i.jɚ/	
9920	unfasten	mở, tháo	/ʌnˈfæs.ən/	
9921	unfavorable	không thuận lợi	/ʌnˈfeɪ.vər.ə.bəl/	
9922	unfold	mở ra, bày ra	/ʌnˈfoʊld/	
9923	unforgettable	không thể quên	/ˌʌn.fɚˈɡet̬.ə.bəl/	
9924	unfortunately	thật không may	/ʌnˈfɔːr.tʃə.nət.li/	
9925	unfriendly	không thân thiện	/ʌnˈfrend.li/	
9926	unfurnished	không có đồ đạc	/ʌnˈfɝː.nɪʃt/	
9927	ungrateful	vô ơn	/ʌnˈɡreɪt.fəl/	
9928	unhealthy	không khỏe mạnh	/ʌnˈhel.θi/	
9929	unheard-of	chưa từng nghe thấy	/ʌnˈhɝːd.ʌv/	
9930	uniformity	sự đồng nhất	/ˌjuː.nəˈfɔːr.mə.t̬i/	
9931	unify	thống nhất	/ˈjuː.nə.faɪ/	
9932	unilateral	đơn phương	/ˌjuː.nəˈlæt̬.ɚ.əl/	
9933	unimaginable	không thể tưởng tượng được	/ˌʌn.ɪˈmædʒ.ə.nə.bəl/	
9934	unimportant	không quan trọng	/ˌʌn.ɪmˈpɔːr.tənt/	
9935	uninhabited	không có người ở	/ˌʌn.ɪnˈhæb.ɪ.t̬ɪd/	
9936	uninspired	không có cảm hứng	/ˌʌn.ɪnˈspaɪrd/	
9937	unintelligible	khó hiểu	/ˌʌn.ɪnˈtel.ə.dʒə.bəl/	
9938	unintentional	không cố ý	/ˌʌn.ɪnˈten.ʃən.əl/	
9939	uninterested	không quan tâm	/ʌnˈɪn.trəs.tɪd/	
9940	unionize	tổ chức công đoàn	/ˈjuːn.jə.naɪz/	
9941	unison	sự hòa hợp (âm nhạc); đồng thanh	/ˈjuː.nə.sən/	
9942	unit price	đơn giá	/ˈjuː.nɪt ˌpraɪs/	
9943	universal	phổ biến, toàn cầu	/ˌjuː.nəˈvɝː.səl/	
9944	universe	vũ trụ	/ˈjuː.nə.vɝːs/	
9945	unjust	bất công	/ʌnˈdʒʌst/	
9946	unkind	không tử tế	/ʌnˈkaɪnd/	
9947	unknown	không rõ, vô danh	/ʌnˈnoʊn/	
9948	unlawful	bất hợp pháp	/ʌnˈlɑː.fəl/	
9949	unleaded	không chì (xăng)	/ʌnˈled.ɪd/	
9950	unleash	thả ra, giải phóng	/ʌnˈliːʃ/	
9951	unlimited	không giới hạn	/ʌnˈlɪm.ɪ.t̬ɪd/	
9952	unmanned	không người lái	/ʌnˈmænd/	
9953	unmarried	chưa kết hôn, độc thân	/ʌnˈmer.id/	
9954	unmistakable	không thể nhầm lẫn	/ˌʌn.mɪˈsteɪ.kə.bəl/	
9955	unmoved	không xúc động; không di chuyển	/ʌnˈmuːvd/	
9956	unnatural	không tự nhiên, giả tạo	/ʌnˈnætʃ.ɚ.əl/	
9957	unnecessarily	một cách không cần thiết	/ʌnˌnes.əˈser.əl.i/	
9958	unofficial	không chính thức	/ˌʌn.əˈfɪʃ.əl/	
9959	unpaid	chưa thanh toán; không lương	/ʌnˈpeɪd/	
9960	unparalleled	vô song, không gì sánh bằng	/ʌnˈper.ə.leld/	
9961	unplug	rút phích cắm	/ʌnˈplʌɡ/	
9962	unpopular	không được ưa chuộng	/ʌnˈpɑː.pjə.lɚ/	
9963	unprecedented	chưa từng có	/ʌnˈpres.ə.den.t̬ɪd/	
9964	unpredictable	không thể đoán trước	/ˌʌn.prɪˈdɪk.tə.bəl/	
9965	unprepared	không chuẩn bị	/ˌʌn.prɪˈperd/	
9966	unproductive	không năng suất	/ˌʌn.prəˈdʌk.tɪv/	
9967	unprofessional	không chuyên nghiệp	/ˌʌn.prəˈfeʃ.ən.əl/	
9968	unprofitable	không có lợi nhuận	/ʌnˈprɑː.fɪ.t̬ə.bəl/	
9969	unqualified	không đủ tiêu chuẩn	/ʌnˈkwɑː.lə.faɪd/	
9970	unquestionable	không thể nghi ngờ	/ʌnˈkwes.tʃə.nə.bəl/	
9971	unravel	tháo gỡ, làm sáng tỏ	/ʌnˈræv.əl/	
9972	unreal	không thực tế, ảo	/ʌnˈriː.əl/	
9973	unrealistic	không thực tế	/ˌʌn.riː.əˈlɪs.tɪk/	
9974	unrelated	không liên quan	/ˌʌn.rɪˈleɪ.t̬ɪd/	
9975	unreliable	không đáng tin cậy	/ˌʌn.rɪˈlaɪ.ə.bəl/	
9976	unreserved	không dè dặt; không đặt trước	/ˌʌn.rɪˈzɝːvd/	
9977	unrest	sự bất ổn	/ʌnˈrest/	
9978	unrivaled	vô địch, không đối thủ	/ʌnˈraɪ.vəld/	
9979	unruly	ngang bướng, khó bảo	/ʌnˈruː.li/	
9980	unsatisfactory	không thỏa đáng	/ˌʌnˌsæt̬.ɪsˈfæk.tɚ.i/	
9981	unscrew	tháo vít	/ʌnˈskruː/	
9982	unscrupulous	vô lương tâm	/ʌnˈskruː.pjə.ləs/	
9983	unseemly	không đứng đắn	/ʌnˈsiːm.li/	
9984	unseen	không nhìn thấy	/ʌnˈsiːn/	
9985	unselfish	không ích kỷ, vị tha	/ʌnˈsel.fɪʃ/	
9986	unsettle	làm lo lắng, bất an	/ʌnˈset̬.əl/	
9987	unsightly	khó coi, xấu xí	/ʌnˈsaɪt.li/	
9988	unskilled	không có kỹ năng	/ʌnˈskɪld/	
9989	unsophisticated	không phức tạp, đơn giản	/ˌʌn.səˈfɪs.tə.keɪ.t̬ɪd/	
9990	unsound	không vững chắc; không lành mạnh	/ʌnˈsaʊnd/	
9991	unstable	không ổn định	/ʌnˈsteɪ.bəl/	
9992	unsteady	không vững	/ʌnˈsted.i/	
9993	unsuccessful	không thành công	/ˌʌn.səkˈses.fəl/	
9994	unsuitable	không phù hợp	/ʌnˈsuː.t̬ə.bəl/	
9995	unsure	không chắc chắn	/ʌnˈʃʊr/	
9996	unsuspecting	không nghi ngờ	/ˌʌn.səˈspek.tɪŋ/	
9997	untangle	gỡ rối	/ʌnˈtæŋ.ɡəl/	
9998	unthinkable	không thể tưởng tượng được	/ʌnˈθɪŋ.kə.bəl/	
9999	untidy	không gọn gàng	/ʌnˈtaɪ.di/	
10000	untie	cởi, tháo	/ʌnˈtaɪ/	
10001	untimely	không đúng lúc, quá sớm	/ʌnˈtaɪm.li/	
10002	untold	không kể xiết	/ʌnˈtoʊld/	
10003	untouched	còn nguyên vẹn, chưa đụng đến	/ʌnˈtʌtʃt/	
10004	untrue	không đúng sự thật	/ʌnˈtruː/	
10005	unveil	tiết lộ, khánh thành	/ʌnˈveɪl/	
10006	unwarranted	không có lý do chính đáng	/ʌnˈwɔːr.ən.t̬ɪd/	
10007	unwell	không khỏe	/ʌnˈwel/	
10008	unwieldy	cồng kềnh, khó sử dụng	/ʌnˈwiːl.di/	
10009	unwilling	không sẵn lòng	/ʌnˈwɪl.ɪŋ/	
10010	unwind	tháo ra; thư giãn	/ʌnˈwaɪnd/	
10011	unwise	không khôn ngoan	/ʌnˈwaɪz/	
10012	unworthy	không xứng đáng	/ʌnˈwɝː.ði/	
10013	upbeat	lạc quan, vui vẻ	/ˈʌp.biːt/	
10014	upbringing	sự nuôi dưỡng	/ˈʌpˌbrɪŋ.ɪŋ/	
10015	upcoming	sắp tới	/ˈʌpˌkʌm.ɪŋ/	
10016	upgrade	nâng cấp	/ʌpˈɡreɪd/ (v), /ˈʌp.ɡreɪd/ (n)/	
10017	upheaval	sự biến động lớn	/ʌpˈhiː.vəl/	
10018	uphill	lên dốc; khó khăn	/ˌʌpˈhɪl/	
10019	uphold	ủng hộ, duy trì	/ʌpˈhoʊld/	
10020	upholstery	vải bọc (ghế, đồ đạc)	/ʌpˈhoʊl.stɚ.i/	
10021	upkeep	sự bảo trì, chi phí bảo trì	/ˈʌp.kiːp/	
10022	uplift	nâng cao tinh thần	/ʌpˈlɪft/	
10023	upon request	khi có yêu cầu	/əˈpɑːn rɪˈkwest/	
10024	upper hand	lợi thế	/ˌʌp.ɚ ˈhænd/	
10025	upright	thẳng đứng; ngay thẳng	/ˈʌp.raɪt/	
10026	uprising	cuộc nổi dậy	/ˈʌpˌraɪ.zɪŋ/	
10027	uproar	sự náo động	/ˈʌp.rɔːr/	
10028	uproot	nhổ bật rễ	/ʌpˈruːt/	
10029	upset price	giá khởi điểm (đấu giá)	/ˈʌp.set ˌpraɪs/	
10030	upside down	lộn ngược	/ˌʌp.saɪd ˈdaʊn/	
10031	upstart	kẻ mới phất	/ˈʌp.stɑːrt/	
10032	upstream	ngược dòng	/ˈʌp.striːm/	
10033	upsurge	sự gia tăng đột ngột	/ˈʌp.sɝːdʒ/	
10034	uptight	căng thẳng, lo lắng	/ˌʌpˈtaɪt/	
10035	up-to-date	cập nhật, hiện đại	/ˌʌp.təˈdeɪt/	
10036	uranium	urani	/jʊˈreɪ.ni.əm/	
10037	urban renewal	cải tạo đô thị	/ˌɝː.bən rɪˈnuː.əl/	
10038	urbanize	đô thị hóa	/ˈɝː.bən.aɪz/	
10039	urgency	sự khẩn cấp	/ˈɝː.dʒən.si/	
10040	urinate	đi tiểu	/ˈjʊr.ə.neɪt/	
10041	urn	bình đựng tro cốt	/ɝːn/	
10042	usage	cách sử dụng	/ˈjuː.sɪdʒ/	
10043	usher	người chỉ chỗ ngồi	/ˈʌʃ.ɚ/	
10044	utensil	dụng cụ (nhà bếp)	/juːˈten.səl/	
10045	utility	tiện ích; dịch vụ công cộng	/juːˈtɪl.ə.t̬i/	
10046	utilize	sử dụng, tận dụng	/ˈjuː.t̬əl.aɪz/	
10047	utmost	tột bậc, hết sức	/ˈʌt.moʊst/	
10048	utopia	xã hội không tưởng	/juːˈtoʊ.pi.ə/	
10049	utter	thốt ra; hoàn toàn	/ˈʌt̬.ɚ/	
10050	utterance	lời nói ra	/ˈʌt̬.ɚ.əns/	
10051	vacancy rate	tỷ lệ phòng trống	/ˈveɪ.kən.si ˌreɪt/	
10052	vacate	bỏ trống, rời khỏi	/ˈveɪ.keɪt/	
10053	vaccinate	tiêm chủng	/ˈvæk.sə.neɪt/	
10054	vaccine	vắc-xin	/vækˈsiːn/	
10055	vacillate	dao động, do dự	/ˈvæs.ə.leɪt/	
10056	vacuum	chân không; máy hút bụi	/ˈvæk.juːm/	
10057	vagabond	kẻ lang thang	/ˈvæɡ.ə.bɑːnd/	
10058	vague	mơ hồ, không rõ ràng	/veɪɡ/	
10059	vain	kiêu ngạo; vô ích	/veɪn/	
10060	valiant	dũng cảm	/ˈvæl.jənt/	
10061	validate	xác nhận, làm cho hợp lệ	/ˈvæl.ə.deɪt/	
10062	validity	tính hợp lệ, giá trị	/vəˈlɪd.ə.t̬i/	
10063	valor	lòng dũng cảm	/ˈvæl.ɚ/	
10064	valuation	sự định giá	/ˌvæl.juˈeɪ.ʃən/	
10065	valve	van	/vælv/	
10066	vampire	ma cà rồng	/ˈvæm.paɪr/	
10067	vandal	kẻ phá hoại của công	/ˈvæn.dəl/	
10068	vandalism	hành vi phá hoại	/ˈvæn.dəl.ɪ.zəm/	
10069	vanguard	đội tiên phong	/ˈvæn.ɡɑːrd/	
10070	vanilla	vani	/vəˈnɪl.ə/	
10071	vanish	biến mất	/ˈvæn.ɪʃ/	
10072	vanity	sự phù phiếm, kiêu căng	/ˈvæn.ə.t̬i/	
10073	vanquish	đánh bại	/ˈvæŋ.kwɪʃ/	
10074	vantage	lợi thế	/ˈvæn.t̬ɪdʒ/	
10075	vapor	hơi nước	/ˈveɪ.pɚ/	
10076	variance	sự khác biệt; phương sai	/ˈver.i.əns/	
10077	variant	biến thể	/ˈver.i.ənt/	
10078	varicose	giãn (tĩnh mạch)	/ˈver.ə.koʊs/	
10079	varied	đa dạng	/ˈver.id/	
10080	varnish	vecni; đánh vecni	/ˈvɑːr.nɪʃ/	
10081	vascular	thuộc mạch máu	/ˈvæs.kjə.lɚ/	
10082	vase	lọ hoa	/veɪs/, /vɑːz/	
10083	vasectomy	thắt ống dẫn tinh	/vəˈsek.tə.mi/	
10084	vat	thùng lớn	/væt/	
10085	vault	mái vòm; hầm chứa; nhảy sào	/vɑːlt/	
10086	veal	thịt bê	/viːl/	
10087	veer	đổi hướng đột ngột	/vɪr/	
10088	vegan	người ăn chay thuần	/ˈviː.ɡən/	
10089	vegetable oil	dầu thực vật	/ˈvedʒ.tə.bəl ˌɔɪl/	
10090	vegetation	thảm thực vật	/ˌvedʒ.əˈteɪ.ʃən/	
10091	vehement	mãnh liệt, kịch liệt	/ˈviː.ə.mənt/	
10092	vehicle registration	đăng ký xe	/ˈviː.ə.kəl ˌredʒ.əˈstreɪ.ʃən/	
10093	veil	mạng che mặt	/veɪl/	
10094	vein	tĩnh mạch	/veɪn/	
10095	velocity	vận tốc	/vəˈlɑː.sə.t̬i/	
10096	velvet	vải nhung	/ˈvel.vɪt/	
10097	vend	bán hàng rong	/vend/	
10098	veneer	lớp gỗ dán mặt	/vəˈnɪr/	
10099	venerable	đáng kính	/ˈven.ər.ə.bəl/	
10100	venereal	thuộc bệnh hoa liễu	/vəˈnɪr.i.əl/	
